year,year,final_NH3_prod_[tonnes],green_NH3_prod_[tonnes],grey_NH3_prod_[tonnes],total_grid_export_revenues,grid_import_cost,solar_cost,wind_cost,grid_fixed_opex,HB_refurbishment,water_consumption_cost,electrolyser_stack_replacment,PV_opex,wind_opex,revenues_from_NH3_EUR,revenues_from_H2_EUR,product_revenues,total_revenues_EUR,total_OPEX_EUR,total_costs_EUR,D_and_A_EUR,taxes,cashflows,cashflows_NPV,RES_revenues_NPV,green_NH3_rev_NPV,grey_NH3_rev_NPV,green_H2_rev_NPV,grey_H2_rev_NPV,CAPEX_deployments_USD
11,8,149501.33145422628,143079.25980024342,6422.071653982847,0.0,0.0,0.0,0.0,0.0,0.0,3392758.4915770446,0.0,17847503.74367131,35131041.009961665,109557169.92907655,100239314.82297571,209796484.75205225,209796484.75205225,73315374.49509972,76708132.98667677,146563776.13366023,0.0,133088351.76537548,77458632.439003,0.0,62455073.9086261,1308196.4604754746,57591905.486941084,748288.3753919716,-0.0
12,9,148626.8007662669,142137.78416662442,6489.0165996425,0.0,0.0,0.0,0.0,0.0,405029585.79881656,3372912.6533409534,0.0,17261563.60845692,34593230.520561635,108874493.9348432,99601592.65288587,208476086.58772907,208476086.58772907,477709293.58309704,481082206.236438,146563776.13366023,0.0,-272606119.64870894,-148279666.91186425,0.0,57985152.67827739,1235358.279656972,53470042.123062186,706624.935963788,-0.0
13,10,141820.6729676623,135469.5858404937,6351.0871271686,0.0,0.0,0.0,0.0,0.0,0.0,3218455.2649278,0.0,16693017.68146063,34036732.6189854,103825069.87487929,94962253.2101446,198787323.08502388,198787323.08502388,72054461.88343427,75272917.14836207,146563776.13366023,0.0,123514405.93666181,62788460.82634219,0.0,51649401.050848745,1129999.7258837263,47627634.35568932,646359.8432054913,-0.0
14,11,149520.10504801627,143052.82527373926,6467.279774277013,0.0,0.0,0.0,0.0,0.0,0.0,3393186.334910001,0.0,16141453.318319714,32980637.77031584,109553166.8763014,100230083.37012833,209783250.24642974,209783250.24642974,70958595.74961552,74351782.08452553,146563776.13366023,0.0,135431468.16190422,64342514.92791546,0.0,50972525.09283419,1075395.3115437506,47003464.472272165,615126.1182030253,-0.0
15,12,165008.48092453653,158112.2578771816,6896.223047354891,0.0,0.0,0.0,0.0,0.0,0.0,3744676.9175612684,76425399.02204722,15606461.206461547,31952440.77358204,120997871.47446042,110731061.40193924,231728932.87639967,231728932.87639967,146344881.7749343,150089558.69249555,146563776.13366023,0.0,81639374.18390411,36248858.48258275,0.0,52652800.05001781,1071701.927316005,48552902.01945642,613013.5024247549,-0.0
16,13,158070.36582384925,151283.60389759234,6786.761926256848,0.0,0.0,0.0,0.0,0.0,0.0,3587223.7277698466,0.0,15020032.90264933,30951694.805616252,115838069.59738415,105986450.19321148,221824519.79059565,221824519.79059565,68868962.4196573,72456186.14742716,146563776.13366023,588957.0769967391,148779376.56617177,61738151.85398226,0.0,47082987.874464445,985692.7204880418,43416792.55197281,563816.2361191598,-0.0
17,14,162632.3483209903,155803.3394467343,6829.008874256,0.0,0.0,0.0,0.0,0.0,0.0,3690753.2392032575,0.0,14455182.66706526,29977939.900983192,119242657.69104032,109120757.13798746,228363414.82902777,228363414.82902777,67879890.91251358,71570644.15171684,146563776.13366023,2148088.85416665,154644681.8231443,59973873.842653826,0.0,45317415.93413865,926942.5831738758,41788699.81340037,530211.1575754569,-0.0
18,15,156078.5048998626,149328.7697480006,6749.735151861988,0.0,0.0,0.0,0.0,0.0,0.0,3542020.6707447628,0.0,13911139.023820156,29030704.90778642,114358984.61415215,104627074.13511999,218986058.74927214,218986058.74927214,66951334.716338865,70493355.38708363,146563776.13366023,405074.7179909411,148087628.64419758,53673771.56036527,0.0,40592713.6599399,856245.123801373,37431894.35628591,489772.2108143853,-0.0
19,16,146703.38869655275,140180.06464424703,6523.324052305725,0.0,0.0,0.0,0.0,0.0,0.0,3329263.411111909,0.0,13387156.949024301,28109509.299601264,107418211.90149228,98254502.18323284,205672714.08472514,205672714.08472514,66082384.81219142,69411648.22330333,146563776.13366023,0.0,136261065.86142182,46156337.33990441,0.0,35612878.36227755,773386.4422041277,32839822.233801533,442377.04494076106,-0.0
20,17,151378.94422628172,144761.46549803123,6617.478728250475,0.0,0.0,0.0,0.0,0.0,0.0,3435370.269941258,0.0,12882517.022248792,27213864.852290306,110887216.6784111,101441848.77983414,212329065.45824522,212329065.45824522,65272157.68363054,68707527.9535718,146563776.13366023,0.0,143621537.50467342,45466900.69306029,0.0,34370829.52704789,733223.5031817876,31694487.60120842,419403.84381998243,-0.0
21,18,141859.12509845797,135530.7472125286,6328.377885929388,0.0,0.0,0.0,0.0,0.0,405029585.79881656,3219328.322496001,0.0,12396524.602056963,26343277.19396996,103862992.66947174,95000006.02494785,198862998.6944196,198862998.6944196,469549382.02335316,472768710.34584916,146563776.13366023,0.0,-273905711.65142953,-81038816.5520463,0.0,30073993.23921841,655318.5328529222,27732231.632324606,374842.2007918715,-0.0
22,19,150491.6595126926,144041.03014812508,6450.629364567545,0.0,0.0,0.0,0.0,0.0,0.0,3415234.7515114634,0.0,11928509.025104366,25497247.235935748,110288492.88869244,100910192.44922973,211198685.33792216,211198685.33792216,63824470.55583398,67239705.30734545,146563776.13366023,0.0,143958980.0305767,39805857.590195455,0.0,29871408.848566573,624278.4703635693,27545421.812891528,357087.28504796163,-0.0
23,20,142586.36434232254,136190.75129414376,6395.613048178773,0.0,0.0,0.0,0.0,0.0,0.0,3235832.210566199,0.0,11477822.828304851,24675272.491917126,104381528.03747039,95469925.3272752,199851453.3647456,199851453.3647456,63185378.7580909,66421210.9686571,146563776.13366023,0.0,133430242.39608848,34480910.18520994,0.0,26395708.606428143,578461.7812028034,24340362.762940936,330880.1388480036,-0.0
24,21,140447.86077119256,134182.82271474923,6265.038056443308,0.0,0.0,0.0,0.0,0.0,0.0,3187301.933069187,0.0,11043840.99355951,23876848.292618528,102829880.35581708,94055100.80842052,196884981.16423762,196884981.16423762,62601747.526555814,65789049.459625,0.0,27530145.657968648,103565786.04664397,25012492.66897961,0.0,24305180.776188497,529581.0378485566,22412617.36641595,302920.3536493744,-0.0
25,22,135479.72356987617,129355.55136097361,6124.1722089025625,0.0,0.0,0.0,0.0,0.0,0.0,3074555.2601114814,0.0,10625960.21454623,23101468.902112015,99160123.79384612,90688358.59747164,189848482.39131775,189848482.39131775,62072832.754805095,65147388.01491658,0.0,26187229.819044247,98513864.55735694,22235876.18329345,0.0,21897938.19840659,483807.20268124033,20192818.744023994,276737.71993366943,-0.0
26,23,144279.6073117897,138058.20555596473,6221.401755824965,0.0,0.0,0.0,0.0,0.0,0.0,3274259.8698362634,0.0,10223598.18506889,22348628.54227567,105721144.78151229,96726579.59402135,202447724.37553364,202447724.37553364,61597920.05280693,64872179.92264319,0.0,28890864.335106995,108684680.11778346,22926694.538217735,0.0,21842211.13669753,459334.85865039687,20141430.962853346,262739.53914802696,-0.0
27,24,150801.39871491192,144245.1856144575,6556.213100454414,0.0,0.0,0.0,0.0,0.0,0.0,3422262.5699042557,45105745.20705455,9836192.908467581,21617822.331120804,110478563.79600218,101072524.23366977,211551088.02967197,211551088.02967197,106282070.41191639,109704332.98182064,0.0,21387818.560048778,80458936.48780255,15862207.373245135,0.0,21328088.090832755,452387.33834651165,19667340.964826576,258765.55753420465,-0.0
28,25,147202.65096714612,140710.93780359539,6491.71316355073,0.0,0.0,0.0,0.0,0.0,0.0,3340594.2528959825,0.0,9463202.027594307,20908547.140518494,107805302.9599393,98615325.56030942,206420628.5202487,206420628.5202487,60807394.57255283,64147988.82544881,0.0,29877254.335907977,112395385.35889192,20708757.30967098,0.0,19444405.91902157,418632.48388308083,17930334.84479376,239457.7807811222,-0.0
29,26,145028.93860802348,138583.727405262,6445.211202761456,0.0,0.0,0.0,0.0,0.0,0.0,3291263.5822033156,0.0,9104102.174862225,20220302.378521524,106193619.47491302,97134837.15627204,203328456.63118505,203328456.63118505,60490505.447530344,63781769.02973366,0.0,29304804.396304794,110241883.20514661,18983155.429019656,0.0,17897619.947933935,388442.7122178247,16503991.941321477,222189.2313885957,-0.0
30,27,148064.0634470671,141565.852435185,6498.211011882132,0.0,0.0,0.0,0.0,0.0,405029585.79881656,3360142.765819446,0.0,8758388.341880824,19552590.701179665,108448763.18054749,99207885.38875273,207656648.56930023,207656648.56930023,465254652.15748316,468614794.9233026,0.0,0.0,-260958146.35400236,-41996090.342783734,0.0,17086683.472192466,366015.819728216,15756200.38582441,209361.04888453957,-0.0
31,28,146035.86966802168,139713.59706026778,6322.272607753906,0.0,0.0,0.0,0.0,0.0,0.0,3314115.573292528,0.0,8425573.268194279,18904918.65846492,106997993.20791471,97891642.70295352,204889635.91086823,204889635.91086823,60010517.33783986,63324632.91113239,0.0,29728650.629944522,111836352.36979131,16820434.82655008,0.0,15759925.578343716,332809.3257277615,14532752.70664335,190366.9343162796,-0.0
32,29,143770.78712302708,137478.2165496059,6292.570573421174,0.0,0.0,0.0,0.0,0.0,0.0,3262711.299680151,0.0,8105186.84864546,18276797.27865623,105311062.11290182,96339707.19450635,201650769.30740815,201650769.30740815,59846330.148350686,63109041.44803084,0.0,29093762.850469235,109447965.0089081,15384314.096572619,0.0,14493243.876190083,309575.50246794237,13364703.286364082,177077.18741166304,-0.0
33,30,141491.90640626723,135196.02016876213,6295.886237505111,0.0,0.0,0.0,0.0,0.0,0.0,3210995.334686566,0.0,7796775.558893905,17667742.595281336,103600575.30969839,94762003.97346441,198362579.2831628,198362579.2831628,59732008.479729414,62943003.81441598,0.0,28438110.848436836,106981464.62031001,14053846.596145848,0.0,13320233.565258026,289475.3487340058,12283031.378309933,165579.8994758513,-0.0
