year,year,final_NH3_prod_[tonnes],green_NH3_prod_[tonnes],grey_NH3_prod_[tonnes],total_grid_export_revenues,grid_import_cost,solar_cost,wind_cost,grid_fixed_opex,HB_refurbishment,water_consumption_cost,electrolyser_stack_replacment,PV_opex,wind_opex,revenues_from_NH3_EUR,revenues_from_H2_EUR,product_revenues,total_revenues_EUR,total_OPEX_EUR,total_costs_EUR,D_and_A_EUR,taxes,cashflows,cashflows_NPV,RES_revenues_NPV,green_NH3_rev_NPV,grey_NH3_rev_NPV,green_H2_rev_NPV,grey_H2_rev_NPV,CAPEX_deployments_USD
11,8,859.277080707394,859.277080707394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10400.159126288021,0.0,15279907.591471061,0.0,0.0,547359.50041061,547359.50041061,547359.50041061,18267365.93112181,18277766.0902481,39692342.18563561,0.0,-17730406.58983749,-9231681.006925158,0.0,0.0,0.0,284993.36878134083,0.0,-0.0
12,9,851.3083046842971,851.3083046842971,0.0,0.0,0.0,0.0,0.0,0.0,1265717.4556213017,10303.710042724786,0.0,14446485.386743007,0.0,0.0,542283.3900838973,542283.3900838973,542283.3900838973,17478755.60148852,17489059.311531246,39692342.18563561,0.0,-16946775.921447348,-8132413.326820745,0.0,0.0,0.0,260230.77716219515,0.0,-0.0
13,10,843.4084750272323,843.408475027232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10208.095441736756,0.0,13657001.499413906,0.0,0.0,537251.1985923469,537251.1985923469,537251.1985923469,16734755.7673806,16744963.862822337,39692342.18563561,0.0,-16207712.66422999,-7168434.9224977065,0.0,0.0,0.0,237618.36934848563,0.0,-0.0
14,11,835.5770868203341,835.5770868203341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10113.309212665947,0.0,12909255.448174128,0.0,0.0,532262.6043045529,532262.6043045529,532262.6043045529,16033176.030160323,16043289.339372989,39692342.18563561,0.0,-15511026.735068437,-6322857.969740206,0.0,0.0,0.0,216969.57313682765,0.0,-0.0
15,12,925.570583262891,925.5705832628911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11202.596870526599,14670777.794666102,12201147.798969809,0.0,0.0,589588.4615384616,589588.4615384616,589588.4615384616,30042704.9843519,30053907.581222426,39692342.18563561,0.0,-29464319.119683966,-11069794.313431123,0.0,0.0,0.0,221509.37791204156,0.0,-0.0
16,13,917.0318295879403,917.0318295879405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11099.186693071051,0.0,11478809.92464583,0.0,0.0,584149.275447518,584149.275447518,584149.275447518,14697151.006222557,14708250.192915628,39692342.18563561,0.0,-14124100.91746811,-4890735.945399502,0.0,0.0,0.0,202272.688053151,0.0,-0.0
17,14,908.5661298930092,908.5661298930094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10996.723160490612,0.0,10798891.722767528,0.0,0.0,578756.6247418469,578756.6247418469,578756.6247418469,14065507.920567906,14076504.643728396,39692342.18563561,0.0,-13497748.01898655,-4307695.353031726,0.0,0.0,0.0,184705.42044716363,0.0,-0.0
18,15,900.1729643763191,900.1729643763191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10895.137536069531,0.0,10158926.29647125,0.0,0.0,573410.1783077152,573410.1783077152,573410.1783077152,13474541.737238633,13485436.874774702,39692342.18563561,0.0,-12912026.696466986,-3797942.125830509,0.0,0.0,0.0,168662.8073787009,0.0,-0.0
19,16,891.8518149852262,891.8518149852262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10794.423547451472,0.0,9556588.493452465,0.0,0.0,568109.606145589,568109.606145589,568109.606145589,12921938.16583136,12932732.589378811,0.0,0.0,-12364622.983233223,-3352008.163369079,0.0,0.0,0.0,154012.62457178856,0.0,-0.0
20,17,883.6021654499756,883.6021654499757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10694.57494824011,0.0,8989686.884386275,0.0,0.0,562854.5793916344,562854.5793916344,562854.5793916344,12405516.801850852,12416211.376799092,0.0,0.0,-11853356.797407458,-2961664.1483618426,0.0,0.0,0.0,140634.1053439046,0.0,-0.0
21,18,875.4235013165045,875.4235013165045,0.0,0.0,0.0,0.0,0.0,0.0,1265717.4556213017,10595.585510615863,0.0,8456156.186402703,0.0,0.0,557644.7703386134,557644.7703386134,557644.7703386134,11923223.552629247,11933819.138139863,0.0,0.0,-11376174.367801249,-2619756.657832924,0.0,0.0,0.0,128416.94866555138,0.0,-0.0
22,19,867.3153099783094,867.3153099783094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10497.449030388787,0.0,7954050.107578775,0.0,0.0,552479.8524561832,552479.8524561832,552479.8524561832,11473123.484298717,11483620.933329105,0.0,0.0,-10931141.080872923,-2320066.71763307,0.0,0.0,0.0,117260.4130129899,0.0,-0.0
23,20,859.277080707394,859.277080707394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10400.15932584448,0.0,7481534.589658654,0.0,0.0,547359.50041061,547359.50041061,547359.50041061,11053394.067029396,11063794.22635524,0.0,0.0,-10516434.725944629,-2057186.979453649,0.0,0.0,0.0,107072.48860176967,0.0,-0.0
24,21,851.3083046842971,851.3083046842971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10303.710239580054,0.0,7036881.427401153,0.0,0.0,542283.3900838973,542283.3900838973,542283.3900838973,10662318.796932455,10672622.507172035,0.0,0.0,-10130339.117088137,-1826415.0699443917,0.0,0.0,0.0,97769.14122835934,0.0,-0.0
25,22,843.4084750272323,843.408475027232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10208.095635927422,0.0,6618462.244083607,0.0,0.0,537251.1985923469,537251.1985923469,537251.1985923469,10298281.174157878,10308489.269793807,0.0,0.0,-9771238.07120146,-1623660.9834475487,0.0,0.0,0.0,89273.62153172525,0.0,-0.0
26,23,835.5770868203341,835.5770868203341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10113.30940422488,0.0,6224742.803764781,0.0,0.0,532262.6043045529,532262.6043045529,532262.6043045529,9959759.017790167,9969872.32719439,0.0,0.0,-9437609.722889839,-1445366.6695781904,0.0,0.0,0.0,81515.83402085397,0.0,-0.0
27,24,925.570583262891,925.5705832628911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11202.597419490785,6590051.189049018,5854277.641930035,0.0,0.0,589588.4615384616,589588.4615384616,589588.4615384616,16235370.288214818,16246572.885634309,0.0,0.0,-15656984.424095847,-2210010.836011509,0.0,0.0,0.0,83221.44632028014,0.0,-0.0
28,25,917.0318295879403,917.0318295879405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11099.186898419723,0.0,5505704.997111366,0.0,0.0,584149.275447518,584149.275447518,584149.275447518,9353612.076205667,9364711.263104087,0.0,0.0,-8780561.98765657,-1142296.5328232446,0.0,0.0,0.0,75994.18954423866,0.0,-0.0
29,26,908.5661298930092,908.5661298930094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10996.723363087061,0.0,5177742.026995916,0.0,0.0,578756.6247418469,578756.6247418469,578756.6247418469,9083367.712276632,9094364.435639719,0.0,0.0,-8515607.810897872,-1021039.3008629885,0.0,0.0,0.0,69394.13752004759,0.0,-0.0
30,27,900.1729643763191,900.1729643763191,0.0,0.0,0.0,0.0,0.0,0.0,1265717.4556213017,10895.137735944312,0.0,4869180.29341103,0.0,0.0,573410.1783077152,573410.1783077152,573410.1783077152,8833390.363970958,8844285.501706902,0.0,0.0,-8270875.323399187,-914004.9405338891,0.0,0.0,0.0,63366.90077323932,0.0,-0.0
31,28,891.8518149852262,891.8518149852262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10794.423744641872,0.0,4578881.5014042305,0.0,0.0,568109.606145589,568109.606145589,568109.606145589,8602554.723022554,8613349.146767195,0.0,0.0,-8045239.540621607,-819419.5291366489,0.0,0.0,0.0,57862.80242065455,0.0,-0.0
32,29,883.6021654499756,883.6021654499757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10694.575142783686,0.0,4305773.4784246925,0.0,0.0,562854.5793916344,562854.5793916344,562854.5793916344,8389801.798367292,8400496.373510076,0.0,0.0,-7837641.794118442,-735737.6885313462,0.0,0.0,0.0,52836.47021628941,0.0,-0.0
33,30,875.4235013165045,875.4235013165045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10595.585702536568,0.0,4048846.3803607076,0.0,0.0,557644.7703386134,557644.7703386134,557644.7703386134,8194135.1251024455,8204730.710804982,0.0,0.0,-7647085.940466369,-661612.6882560572,0.0,0.0,0.0,48246.4638776063,0.0,-0.0
