year,year,final_NH3_prod_[tonnes],green_NH3_prod_[tonnes],grey_NH3_prod_[tonnes],total_grid_export_revenues,grid_import_cost,solar_cost,wind_cost,grid_fixed_opex,HB_refurbishment,water_consumption_cost,electrolyser_stack_replacment,PV_opex,wind_opex,revenues_from_NH3_EUR,revenues_from_H2_EUR,product_revenues,total_revenues_EUR,total_OPEX_EUR,total_costs_EUR,D_and_A_EUR,taxes,cashflows,cashflows_NPV,RES_revenues_NPV,green_NH3_rev_NPV,grey_NH3_rev_NPV,green_H2_rev_NPV,grey_H2_rev_NPV,CAPEX_deployments_USD
19,16,58979.01413522337,58973.3498244869,5.664310736485145,0.0,0.0,0.0,0.0,0.0,0.0,713845.9270916847,0.0,9556588.493452465,0.0,0.0,37566848.56184138,37566848.56184138,37566848.56184138,16287287.838210251,17001133.765301935,0.0,3084857.2194809173,17480857.57705853,4739002.34406259,0.0,0.0,0.0,10184024.109890847,223.57983647270606,-0.0
20,17,58325.03113177042,58319.21751741054,5.813614359881502,0.0,0.0,0.0,0.0,0.0,0.0,705930.5182683908,0.0,8989686.884386275,0.0,0.0,37150188.020841315,37150188.020841315,37150188.020841315,15821346.719315428,16527277.23758382,0.0,3093436.617488624,17529474.165768873,4379891.372859699,0.0,0.0,0.0,9282085.649644023,211.49594532416592,-0.0
21,18,57678.0222379847,57672.01061489164,6.0116230930735695,0.0,0.0,0.0,0.0,0.0,2531434.9112426033,698099.5197561061,0.0,8456156.186402703,0.0,0.0,36737946.05400833,36737946.05400833,36737946.05400833,15390290.918855794,16088390.4386119,0.0,3097433.342309464,17552122.27308696,4041981.7503996673,0.0,0.0,0.0,8459978.073965428,201.56625724027194,-0.0
22,19,57037.02829197431,57030.82537456728,6.202917407026815,0.0,0.0,0.0,0.0,0.0,0.0,690341.3224437952,0.0,7954050.107578775,0.0,0.0,36329538.908373825,36329538.908373825,36329538.908373825,14992196.861018661,15682538.183462456,0.0,3097050.1087367055,17549950.616174664,3724867.881536783,0.0,0.0,0.0,7710527.026279184,191.68686205161904,-0.0
23,20,56401.834472532944,56395.44558430762,6.388888225324249,0.0,0.0,0.0,0.0,0.0,0.0,682653.3262674997,0.0,7481534.589658654,0.0,0.0,35924829.059329554,35924829.059329554,35924829.059329554,14625253.544400137,15307906.870667636,0.0,3092538.3282992877,17524383.86036263,3428056.678899553,0.0,0.0,0.0,7027303.346141185,181.9666925785972,-0.0
24,21,55772.67940879687,55766.1107233999,6.568685396977812,0.0,0.0,0.0,0.0,0.0,0.0,675038.4194504889,0.0,7036881.427401153,0.0,0.0,35523968.93139953,35523968.93139953,35523968.93139953,14287756.166463759,14962794.585914247,0.0,3084176.151822793,17476998.19366249,3150956.005456137,0.0,0.0,0.0,6404500.843080964,172.4309953724554,-0.0
25,22,55149.609946592376,55142.866727106346,6.7432194860341435,0.0,0.0,0.0,0.0,0.0,0.0,667497.168987425,0.0,6618462.244083607,0.0,0.0,35126987.917923905,35126987.917923905,35126987.917923905,13978100.10423215,14645597.273219574,0.0,3072208.5967056495,17409182.04799868,2892838.086545088,0.0,0.0,0.0,5836796.238277198,163.14524886675,-0.0
26,23,54532.37800156672,54525.50565873111,6.872342835607361,0.0,0.0,0.0,0.0,0.0,0.0,660026.572217381,0.0,6224742.803764781,0.0,0.0,34733747.717728585,34733747.717728585,34733747.717728585,13694775.23181555,14354801.804032931,0.0,3056841.8870543484,17322104.02664131,2652874.2491173,0.0,0.0,0.0,5319308.223366777,153.24355326443265,-0.0
27,24,60682.6348187941,60674.508850938975,8.125967855127422,0.0,0.0,0.0,0.0,0.0,0.0,734467.9071075503,13180102.378098035,5854277.641930035,0.0,0.0,38650845.278967835,38650845.278967835,38650845.278967835,26616462.934499603,27350930.841607153,0.0,1694987.1656041022,9604927.27175658,1355752.345069495,0.0,0.0,0.0,5455467.657093405,167.00241772330304,-0.0
28,25,60001.45758415777,59993.46842839111,7.989155766659675,0.0,0.0,0.0,0.0,0.0,0.0,726220.9495720792,0.0,5505704.997111366,0.0,0.0,38217002.609964766,38217002.609964766,38217002.609964766,13201519.155299969,13927740.104872048,0.0,3643389.3757639076,20645873.12932881,2685899.7551516755,0.0,0.0,0.0,4971643.147012755,151.3278316389309,-0.0
29,26,59326.54563821998,59319.201053734694,7.3445844852850275,0.0,0.0,0.0,0.0,0.0,0.0,718052.229766693,0.0,5177742.026995916,0.0,0.0,37787400.44273006,37787400.44273006,37787400.44273006,12988993.397557348,13707045.627324041,0.0,3612053.222310903,20468301.593095116,2454192.4443398104,0.0,0.0,0.0,4530660.631149608,128.21989387595215,-0.0
30,27,58659.00176913247,58652.262829841755,6.738939290707953,0.0,0.0,0.0,0.0,0.0,2531434.9112426033,709972.6886076785,0.0,4869180.29341103,0.0,0.0,37362472.61216992,37362472.61216992,37362472.61216992,12797600.434530884,13507573.123138562,0.0,3578234.923354704,20276664.565676656,2240750.932146826,0.0,0.0,0.0,4128775.541975507,108.43013236672165,-0.0
31,28,57997.688548170976,57991.21578494558,6.4727632254005405,0.0,0.0,0.0,0.0,0.0,0.0,701968.5593507192,0.0,4578881.5014042305,0.0,0.0,36941346.88933595,36941346.88933595,36941346.88933595,12626227.944640879,13328196.503991598,0.0,3541972.557801653,20071177.827542704,2044279.1046333783,0.0,0.0,0.0,3762434.750613178,95.98832793494562,-0.0
32,29,57343.09354397172,57336.46643458561,6.627109386119507,0.0,0.0,0.0,0.0,0.0,0.0,694045.743231523,0.0,4305773.4784246925,0.0,0.0,36524294.02595765,36524294.02595765,36524294.02595765,12473830.118309893,13167875.861541416,0.0,3503462.7246624352,19852955.4397538,1863643.1632690078,0.0,0.0,0.0,3428529.9646538384,90.57807917667613,-0.0
33,30,56694.81184796386,56688.41327913339,6.398568830471145,0.0,0.0,0.0,0.0,0.0,0.0,686199.339484291,0.0,4048846.3803607076,0.0,0.0,36111450.89042969,36111450.89042969,36111450.89042969,12339423.869844183,13025623.209328474,0.0,3462874.1521651824,19622953.528936036,1697744.0997624358,0.0,0.0,0.0,3124219.8540905938,80.60316132274018,-0.0
