year,year,final_NH3_prod_[tonnes],green_NH3_prod_[tonnes],grey_NH3_prod_[tonnes],total_grid_export_revenues,grid_import_cost,solar_cost,wind_cost,grid_fixed_opex,HB_refurbishment,water_consumption_cost,electrolyser_stack_replacment,PV_opex,wind_opex,revenues_from_NH3_EUR,revenues_from_H2_EUR,product_revenues,total_revenues_EUR,total_OPEX_EUR,total_costs_EUR,D_and_A_EUR,taxes,cashflows,cashflows_NPV,RES_revenues_NPV,green_NH3_rev_NPV,grey_NH3_rev_NPV,green_H2_rev_NPV,grey_H2_rev_NPV,CAPEX_deployments_USD
11,8,3390.517364694707,3390.517364694707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41036.76074770726,0.0,15279907.591471061,30200253.047243923,0.0,2159759.561310528,2159759.561310528,2159759.561310528,57429993.99731799,57471030.7580657,155085470.5716075,0.0,-55311271.19675517,-28798889.026529163,0.0,0.0,0.0,1124520.8179886504,0.0,-0.0
12,9,3359.3088056023535,3359.3088056023535,0.0,0.0,0.0,0.0,0.0,0.0,5062869.822485207,40659.03132325768,0.0,14446485.386743007,29069048.01852527,0.0,2139879.709168699,2139879.709168699,2139879.709168699,55644614.26425032,55685273.29557358,155085470.5716075,0.0,-53545393.586404875,-25695346.088859536,0.0,0.0,0.0,1026884.7800490991,0.0,-0.0
13,10,3326.3216350603743,3326.3216350603743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40259.7746672185,0.0,13657001.499413906,27958101.482389484,0.0,2118866.8815334584,2118866.8815334584,2118866.8815334584,53926120.05367017,53966379.828337386,155085470.5716075,0.0,-51847512.94680393,-22931398.782307982,0.0,0.0,0.0,937143.9181069578,0.0,-0.0
14,11,3298.689637922711,3298.689637922711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39925.33377411708,0.0,12909255.448174128,26481280.94927306,0.0,2101265.299356767,2101265.299356767,2101265.299356767,51886218.72539197,51926144.05916609,155085470.5716075,0.0,-49824878.75980932,-20310430.581977196,0.0,0.0,0.0,856552.0691508147,0.0,-0.0
15,12,3653.686997853111,3653.686997853111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44222.005980318565,58683111.17866441,12201147.798969809,25078647.034446836,0.0,2327398.6176324314,2327398.6176324314,2327398.6176324314,108646023.574945,108690245.58092532,155085470.5716075,0.0,-106362846.96329288,-39960700.727274545,0.0,0.0,0.0,874407.5801616993,0.0,-0.0
16,13,3618.32047314233,3618.32047314233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43793.95106806651,0.0,11478809.92464583,23746774.286781233,0.0,2304870.141391664,2304870.141391664,2304870.141391664,48098948.53773397,48142742.48880204,155085470.5716075,0.0,-45837872.34741037,-15872226.576408552,0.0,0.0,0.0,798104.6946528725,0.0,-0.0
17,14,3587.1290232617143,3587.1290232617143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43416.428723116034,0.0,10798891.722767528,22482370.459586747,0.0,2285001.1878177123,2285001.1878177123,2285001.1878177123,46347726.97355579,46391143.40227891,155085470.5716075,0.0,-44106142.21446119,-14076112.814532774,0.0,0.0,0.0,729239.3504893257,0.0,-0.0
18,15,3552.254177855096,3552.254177855096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42994.324798218004,0.0,10158926.29647125,21282273.58080537,0.0,2262785.911293696,2262785.911293696,2262785.911293696,44703661.640346155,44746655.96514437,155085470.5716075,0.0,-42483870.05385068,-12496200.90934121,0.0,0.0,0.0,665575.6014344047,0.0,-0.0
19,16,3517.226370889146,3517.226370889146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42570.36951961027,0.0,9556588.493452465,20143448.84680083,0.0,2240473.198256386,2240473.198256386,2240473.198256386,43161436.02976887,43204006.39928848,0.0,0.0,-40963533.201032095,-11105077.597310994,0.0,0.0,0.0,607384.8317533758,0.0,-0.0
20,17,3486.5524445356805,3486.5524445356805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42199.11096477553,0.0,8989686.884386275,19062985.374704033,0.0,2220933.9071692284,2220933.9071692284,2220933.9071692284,41715991.92894861,41758191.039913386,0.0,0.0,-39537257.132744156,-9878727.096127143,0.0,0.0,0.0,554919.6266649921,0.0,-0.0
21,18,3452.282223040875,3452.282223040875,0.0,0.0,0.0,0.0,0.0,0.0,5062869.822485207,41784.32504009349,0.0,8456156.186402703,18038092.84449361,0.0,2199103.776077037,2199103.776077037,2199103.776077037,40362518.49580249,40404302.82084259,0.0,0.0,-38205199.04476555,-8798065.265652338,0.0,0.0,0.0,506419.51963653247,0.0,-0.0
22,19,3422.9959431803945,3422.9959431803945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41429.861714723076,0.0,7954050.107578775,17066098.058557138,0.0,2180448.415805911,2180448.415805911,2180448.415805911,39096441.673015684,39137871.534730405,0.0,0.0,-36957423.11892449,-7843983.23224756,0.0,0.0,0.0,462786.61684083496,0.0,-0.0
23,20,3388.7011043129405,3388.7011043129405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41014.77783633096,0.0,7481534.589658654,16144441.44335756,0.0,2158602.603447343,2158602.603447343,2158602.603447343,37913413.94249918,37954428.72033551,0.0,0.0,-35795826.11688817,-7002250.223146294,0.0,0.0,0.0,422258.04517868534,0.0,-0.0
24,21,3357.5726142133335,3357.5726142133335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40638.01751828654,0.0,7036881.427401153,15270673.514995148,0.0,2138773.7552538933,2138773.7552538933,2138773.7552538933,36809304.42052151,36849942.4380398,0.0,0.0,-34711168.682785906,-6258132.215009681,0.0,0.0,0.0,385602.94701369206,0.0,-0.0
25,22,3325.5233957201094,3325.5233957201094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40250.11326357452,0.0,6618462.244083607,14442451.327885088,0.0,2118358.40307371,2118358.40307371,2118358.40307371,35780189.29226578,35820439.40552936,0.0,0.0,-33702081.002455644,-5600186.34137605,0.0,0.0,0.0,352002.0557237454,0.0,-0.0
26,23,3298.320896063077,3298.320896063077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39920.870746843415,0.0,6224742.803764781,13657534.923440652,0.0,2101030.41079218,2101030.41079218,2101030.41079218,34822342.583306976,34862263.45405382,0.0,0.0,-32761233.04326164,-5017371.525775983,0.0,0.0,0.0,321772.0817765836,0.0,-0.0
27,24,3649.993670640605,3649.993670640605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44177.304193281,26360204.75619607,5854277.641930035,12913783.793543113,0.0,2325045.9681980656,2325045.9681980656,2325045.9681980656,60292432.020612285,60336609.324805565,0.0,0.0,-58011563.3566075,-8188434.002320619,0.0,0.0,0.0,328184.3198384177,0.0,-0.0
28,25,3616.3817092105814,3616.3817092105814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43770.485448205516,0.0,5505704.997111366,12209153.371672148,0.0,2303635.14876714,2303635.14876714,2303635.14876714,33106486.68516072,33150257.170608923,0.0,0.0,-30846622.021841783,-4012953.7761241966,0.0,0.0,0.0,299688.6129869192,0.0,-0.0
29,26,3582.4311697640605,3582.4311697640605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43359.568760673224,0.0,5177742.026995916,11541691.562847825,0.0,2282008.6551397066,2282008.6551397066,2282008.6551397066,32341936.330966607,32385295.89972728,0.0,0.0,-30103287.244587574,-3609447.5044466136,0.0,0.0,0.0,273617.6411066377,0.0,-0.0
30,27,3550.856175371795,3550.856175371795,0.0,0.0,0.0,0.0,0.0,0.0,5062869.822485207,42977.40422614613,0.0,4869180.29341103,10909535.32198139,0.0,2261895.3837118335,2261895.3837118335,2261895.3837118335,31635555.897632126,31678533.301858272,0.0,0.0,-29416637.91814644,-3250798.8985175886,0.0,0.0,0.0,249959.46315797608,0.0,-0.0
31,28,3517.4191394895274,3517.4191394895274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42572.70267354401,0.0,4578881.5014042305,10310907.288831964,0.0,2240595.991854829,2240595.991854829,2240595.991854829,30984481.67670949,31027054.379383035,0.0,0.0,-28786458.387528207,-2931943.301168331,0.0,0.0,0.0,228208.01088158664,0.0,-0.0
32,29,3484.804712028727,3484.804712028727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42177.95747313309,0.0,4305773.4784246925,9744112.486507306,0.0,2219820.6015622993,2219820.6015622993,2219820.6015622993,30385999.2447024,30428177.20217553,0.0,0.0,-28208356.600613233,-2647984.1293815435,0.0,0.0,0.0,208379.72967497772,0.0,-0.0
33,30,3452.3757311403724,3452.3757311403724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41785.45680527692,0.0,4048846.3803607076,9207535.08931577,0.0,2199163.340736417,2199163.340736417,2199163.340736417,29837536.44864343,29879321.90544871,0.0,0.0,-27680158.564712293,-2394839.5848989696,0.0,0.0,0.0,190267.81980824156,0.0,-0.0
