variable,unit,category,description,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,blue_smr_ccs,gray_smr,green_pem
electrolyzer_soec_capex,$/kW (real 2024 USD),technology_costs,Solid oxide electrolyzer (SOEC) capital cost,2500,2318,2136,1955,1773,1591,1409,1227,1045,864,682,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,,,
geothermal_capex,$/kW (real 2024 USD),technology_costs,Geothermal power plant capital cost (hydrothermal),7592.471739,7555.298342,7518.310812,7481.50822,7444.889641,7408.454155,7372.200846,7336.128804,7300.237122,7264.524899,7228.991236,7193.635242,7158.456028,7123.45271,7088.624409,7053.970249,7019.489359,6985.180875,6951.043932,6917.077675,6883.281248,6849.653804,6816.194497,6782.902487,6749.776937,6716.817014,6684.021891,,,
h2_carbon_intensity_by_pathway,kg CO2e/kg H2,emissions,H2 production carbon intensity by pathway,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'2024': 0.46500000000000047, '2025': 0.46500000000000047, '2026': 0.46500000000000047, '2027': 0.46500000000000047, '2028': 0.46500000000000047, '2029': 0.46500000000000047, '2030': 0.46500000000000047, '2031': 0.46500000000000047, '2032': 0.46500000000000047, '2033': 0.46500000000000047, '2034': 0.46500000000000047, '2035': 0.46500000000000047, '2036': 0.46500000000000047, '2037': 0.46500000000000047, '2038': 0.46500000000000047, '2039': 0.46500000000000047, '2040': 0.46500000000000047, '2041': 0.46500000000000047, '2042': 0.46500000000000047, '2043': 0.46500000000000047, '2044': 0.46500000000000047, '2045': 0.46500000000000047, '2046': 0.46500000000000047, '2047': 0.46500000000000047, '2048': 0.46500000000000047, '2049': 0.46500000000000047, '2050': 0.46500000000000047}","{'2024': 9.3, '2025': 9.3, '2026': 9.3, '2027': 9.3, '2028': 9.3, '2029': 9.3, '2030': 9.3, '2031': 9.3, '2032': 9.3, '2033': 9.3, '2034': 9.3, '2035': 9.3, '2036': 9.3, '2037': 9.3, '2038': 9.3, '2039': 9.3, '2040': 9.3, '2041': 9.3, '2042': 9.3, '2043': 9.3, '2044': 9.3, '2045': 9.3, '2046': 9.3, '2047': 9.3, '2048': 9.3, '2049': 9.3, '2050': 9.3}","{'2024': 17.27, '2025': 16.53, '2026': 15.02, '2027': 13.92, '2028': 13.22, '2029': 12.39, '2030': 11.1, '2031': 10.27, '2032': 7.55, '2033': 6.93, '2034': 6.33, '2035': 5.82, '2036': 5.33, '2037': 4.64, '2038': 4.04, '2039': 3.4, '2040': 3.19, '2041': 2.93, '2042': 2.63, '2043': 2.47, '2044': 2.4, '2045': 2.36, '2046': 2.39, '2047': 2.45, '2048': 2.52, '2049': 2.59, '2050': 2.65}"
ira_itc_rate,fraction (0-1),policy,Investment Tax Credit rate (IRA Section 48/48E),0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.225,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
ira_ptc_value,$/MWh (real 2024 USD),policy,Production Tax Credit value (IRA Section 45/45Y),27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,20.6,13.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
lcoh_atr_ccs,$/kg H2 (real 2024 USD),technology_costs,Levelized cost of hydrogen via autothermal reforming + CCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lcoh_blue_post_subsidy,$/kg H2 (real 2024 USD),costs,Post-45V-PTC lcoh_blue,0.8716,0.9348,0.9106,0.9067,0.9379,0.9772,1.0292,1.0673,1.1445,,,,,,,,,,,,,,,,,,,,,
lcoh_blue_smr_ccs,$/kg H2 (real 2024 USD),technology_costs,Levelized cost of blue hydrogen (SMR + CCS),0.8778,0.9411,0.9168,0.9129,0.9441,0.9834,1.0355,1.0736,1.1507,1.1868,1.2136,1.2338,1.2466,1.2507,1.2463,1.2403,1.2254,1.2157,1.1799,1.1361,1.1043,1.0792,1.0661,1.0592,1.0662,1.0734,1.0883,,,
lcoh_gray_smr,$/kg H2 (real 2024 USD),technology_costs,Levelized cost of gray hydrogen (unabated SMR),0.4567,0.5299,0.5378,0.5563,0.5885,0.6255,0.6734,0.7034,0.778,0.8095,0.8372,0.8607,0.8767,0.8829,0.8821,0.882,0.8715,0.8648,0.8325,0.7915,0.7618,0.7376,0.7247,0.7173,0.7242,0.731,0.745,,,
lcoh_green_electrolysis,$/kg H2 (real 2024 USD),technology_costs,Levelized cost of green hydrogen (electrolysis),4.2973,4.0997,3.5661,3.1841,3.1447,3.1598,3.1983,3.3014,3.3142,3.3604,3.3206,3.2533,3.1825,3.1306,3.0642,2.9567,2.8815,2.8224,2.7586,2.716,2.6737,2.6483,2.6373,2.6295,2.6141,2.6078,2.6016,,,
lcoh_green_post_subsidy,$/kg H2 (real 2024 USD),costs,Post-45V-PTC lcoh_green,4.2911,4.0935,3.5599,3.1779,3.1385,3.1536,3.1921,3.2952,3.308,,,,,,,,,,,,,,,,,,,,,
ngcc_capex,$/kW (real 2024 USD),technology_costs,Natural gas combined cycle overnight capital cost,1574.049694,1564.218546,1554.387398,1544.55625,1534.84355,1525.012402,1515.181254,1505.350106,1495.637406,1485.806258,1475.97511,1466.143962,1456.312814,1446.600114,1436.768966,1426.937818,1417.10667,1407.393969,1397.562822,1387.731674,1377.900526,1368.069378,1358.356677,1348.52553,1338.694382,1328.863234,1319.150533,,,
ngcc_ccs_capex,$/kW (real 2024 USD),technology_costs,Natural gas CC with CCS (90% capture) capital cost,3204.835771,3174.631642,3144.427513,3114.341831,3084.137702,3053.933573,3023.847891,2993.643762,2963.439633,2933.353952,2903.149823,2872.945693,2842.860012,2812.655883,2782.451754,2752.366072,2722.161943,2691.957814,2661.872132,2631.668003,2601.463874,2571.378192,2541.174063,2510.969934,2480.884253,2450.680124,2420.475994,,,
ngcc_ccs_lcoe,$/MWh (real 2024 USD),technology_costs,Natural gas CC with CCS (90% capture) LCOE,95.59,98.29,98.03,98.23,99.04,100.07,101.57,102.25,105.01,105.78,106.36,106.77,106.82,106.43,105.71,105.01,103.84,102.85,100.68,98.07,96.01,94.21,92.92,91.9,91.51,91.13,91.09,,,
ngcc_heat_rate,MMBtu/MWh,technology_costs,Natural gas combined cycle net heat rate,6.363,6.363,6.363,6.363,6.363,6.363,6.363,6.363,6.363,6.363,6.363,6.363,6.363,6.363,6.363,6.363,6.363,6.363,6.363,6.363,6.363,6.363,6.363,6.363,6.363,6.363,6.363,,,
ngcc_lcoe,$/MWh (real 2024 USD),technology_costs,Natural gas combined cycle LCOE,54.25,57.03,57.18,57.75,58.84,60.11,61.82,62.8,65.62,66.67,67.58,68.32,68.75,68.79,68.54,68.32,67.67,67.18,65.65,63.75,62.32,61.11,60.36,59.83,59.89,59.93,60.28,,,
ngct_capex,$/kW (real 2024 USD),technology_costs,Natural gas combustion turbine overnight capital cost,1412.842557,1402.419172,1391.995786,1381.5724,1371.149015,1360.844076,1350.420691,1339.997305,1329.573919,1319.150533,1308.727148,1298.303762,1287.880376,1277.575438,1267.152052,1256.728667,1246.305281,1235.881895,1225.458509,1215.035124,1204.611738,1194.3068,1183.883414,1173.460028,1163.036642,1152.613257,1142.189871,,,
nuclear_conventional_capex,$/kW (real 2024 USD),technology_costs,Conventional nuclear (Gen III+ LWR) overnight capital cost,,,,,,,12580.905396,12580.905396,12580.905396,12580.905396,12580.905396,12580.905396,12500.77224,12420.639085,12340.50593,12260.372774,12180.239619,11939.840153,11699.440686,11459.04122,11218.641754,10978.242288,10737.842822,10497.443356,10257.043889,10016.644423,9776.244957,,,
nuclear_lcoe,$/MWh (real 2024 USD),technology_costs,Nuclear LCOE (conventional large reactor),,,,,,,124.762367,124.762367,124.762367,124.762367,124.762367,124.762367,124.237003,123.711639,123.186275,122.660911,122.135548,120.559456,118.983365,117.407274,115.831182,114.255091,112.678999,111.102908,109.526817,107.950725,106.374634,,,
nuclear_smr_capex,$/kW (real 2024 USD),technology_costs,Small modular reactor overnight capital cost,,,,,,,13479.086755,13345.63045,13212.174146,13078.717841,12945.261537,12811.805232,12411.436319,12011.067405,11610.698492,11210.329578,10809.960665,10543.048056,10276.135447,10009.222838,9742.310229,9475.39762,9275.213163,9075.028706,8874.84425,8674.659793,8474.475336,,,
solar_pv_commercial_capex,$/kW (real 2024 USD),technology_costs,Commercial rooftop solar PV capital cost,1946.981276,1932.62373,1918.266184,1903.908637,1889.551091,1875.193544,1860.835998,1846.478451,1832.120905,1817.763359,1803.405812,1789.048266,1757.601459,1726.154652,1694.707846,1663.261039,1631.814232,1600.367425,1568.920618,1537.473812,1506.027005,1474.580198,1443.133391,1411.686585,1380.239778,1348.792971,1317.346164,,,
solar_pv_residential_capex,$/kW (real 2024 USD),technology_costs,Residential rooftop solar PV capital cost,2826.542375,2802.123655,2777.704935,2753.286215,2728.867495,2704.448775,2680.030055,2655.611335,2631.192615,2606.773895,2582.355175,2557.936456,2508.07664,2458.216825,2408.357009,2358.497194,2308.637379,2258.777563,2208.917748,2159.057932,2109.198117,2059.338302,2009.478486,1959.618671,1909.758856,1859.89904,1810.039225,,,
solar_pv_utility_capex,$/kW (real 2024 USD),technology_costs,Utility-scale solar PV overnight capital cost (tracking),1674.921642,1637.572444,1600.223246,1562.874048,1525.52485,1488.175652,1450.826454,1413.477256,1376.128058,1338.77886,1301.429662,1264.080463,1243.252381,1222.424299,1201.596216,1180.768134,1159.940051,1139.111969,1118.283886,1097.455804,1076.627721,1055.799639,1034.971556,1014.143474,993.315391,972.487309,951.659227,,,
solar_pv_utility_cf,fraction (0-1),technology_costs,Utility-scale solar PV net capacity factor,0.26094,0.26094,0.26094,0.26094,0.26094,0.26094,0.26094,0.26094,0.26094,0.26094,0.26094,0.26094,0.26248,0.264019,0.265559,0.267099,0.268638,0.270178,0.271718,0.273258,0.274797,0.276337,0.277877,0.279416,0.280956,0.282496,0.284036,,,
solar_pv_utility_fom,$/kW-yr (real 2024 USD),technology_costs,Utility-scale solar PV fixed O&M,23.236074,22.85597,22.476591,22.097919,21.719939,21.342634,20.965988,20.589987,20.214616,19.83986,19.465706,19.09214,18.882439,18.672941,18.463646,18.254549,18.045649,17.836943,17.628428,17.420103,17.211964,17.004009,16.796235,16.588642,16.381225,16.173984,15.966915,,,
solar_pv_utility_lcoe,$/MWh (real 2024 USD),technology_costs,Utility-scale solar PV levelized cost of energy,51.666188,50.574468,49.483066,48.391974,47.301184,46.210689,45.120483,44.030559,42.94091,41.85153,40.762414,39.673555,38.83658,38.009456,37.19201,36.384073,35.585482,34.796074,34.015693,33.244186,32.481401,31.727193,30.981418,30.243935,29.514607,28.793301,28.079884,,,
wind_offshore_fixed_capex,$/kW (real 2024 USD),technology_costs,Offshore wind (fixed-bottom) capital cost,8109.184611,8075.768568,8044.907288,8016.251363,7989.517373,7964.472811,7379.170641,6751.277361,6133.059872,5522.125919,4916.865265,4316.144123,4289.92488,4265.449157,4242.507776,4220.926446,4200.558921,4181.280638,4162.98542,4145.581699,4128.989578,4113.139763,4097.970975,4083.429595,4069.467541,4056.042272,4043.115605,,,
wind_offshore_fixed_lcoe,$/MWh (real 2024 USD),technology_costs,Offshore wind (fixed-bottom) LCOE,148.570251,147.781881,147.042983,146.379004,145.752028,145.15763,136.037371,125.943619,116.123927,106.49651,97.003292,87.641773,87.100852,86.574012,86.095024,85.623136,85.192822,84.801445,84.41024,84.035893,83.694979,83.368004,83.035899,82.733541,82.442067,82.160666,81.888622,,,
wind_offshore_floating_capex,$/kW (real 2024 USD),technology_costs,Offshore wind (floating) capital cost,,,,,,,14997.191652,13418.789588,12186.745755,11102.847376,10100.649956,9149.956156,8675.527622,8353.909913,8112.677776,7920.75675,7762.036465,7627.119714,7510.062745,7406.874732,7314.751786,7231.650945,7156.039514,7086.739279,7022.825626,6963.560374,6908.344869,,,
wind_onshore_capex,$/kW (real 2024 USD),technology_costs,Land-based wind overnight capital cost,1828.839501,1735.372314,1723.627684,1711.883053,1700.138423,1688.393793,1676.649163,1664.905911,1653.162659,1641.419406,1629.676154,1617.932902,1606.18965,1594.446398,1582.703146,1570.959894,1559.216641,1547.473389,1535.730137,1523.986885,1512.243633,1500.500381,1488.757129,1477.013876,1465.270624,1453.527372,1441.78412,,,
wind_onshore_cf,fraction (0-1),technology_costs,Land-based wind net capacity factor,0.44652,0.44713,0.44774,0.44835,0.44896,0.44957,0.45018,0.450729,0.451278,0.451827,0.452376,0.452925,0.453474,0.454023,0.454572,0.455121,0.45567,0.456219,0.456768,0.457317,0.457866,0.458415,0.458964,0.459513,0.460062,0.460611,0.46116,,,
wind_onshore_fom,$/kW-yr (real 2024 USD),technology_costs,Land-based wind fixed O&M,34.077386,33.873816,33.670247,33.466677,33.263107,33.059537,32.855967,32.724161,32.592354,32.460548,32.328741,32.196934,32.065128,31.933321,31.801515,31.669708,31.537902,31.406095,31.274289,31.142482,31.010676,30.878869,30.747062,30.615256,30.483449,30.351643,30.219836,,,
wind_onshore_lcoe,$/MWh (real 2024 USD),technology_costs,Land-based wind levelized cost of energy,36.010869,34.516501,34.242741,33.969727,33.697454,33.42592,33.155122,32.907703,32.660886,32.414668,32.169049,31.924025,31.679594,31.435754,31.192503,30.949839,30.70776,30.466263,30.225347,29.98501,29.745249,29.506062,29.267447,29.029402,28.791926,28.555015,28.318669,,,
